protein	goTerm	proteinNeighbor	goProteinEdge	goEdge	fScore
FBgn0033603	GO:0008010	32	2	111	0.027972027972027972
FBgn0000100	GO:0005654	484	10	197	0.02936857562408223
FBgn0261791	GO:0071013	300	30	124	0.14150943396226418
FBgn0283499	GO:0042127	39	2	26	0.06153846153846155
FBgn0010300	GO:0007400	25	2	26	0.0784313725490196
FBgn0004784	GO:0016028	127	4	35	0.04938271604938272
FBgn0002873	GO:0000132	62	4	21	0.09638554216867469
FBgn0023541	GO:0004497	57	34	98	0.4387096774193548
FBgn0250843	GO:0005634	223	75	2249	0.060679611650485445
FBgn0033302	GO:0005506	132	60	150	0.4255319148936171
FBgn0051668	GO:0022857	17	5	200	0.04608294930875576
FBgn0004449	GO:0042802	707	3	29	0.008152173913043478
FBgn0031145	GO:0061608	81	1	13	0.02127659574468085
FBgn0002715	GO:0005634	53	18	2249	0.015638575152041704
FBgn0003448	GO:0048749	66	1	114	0.01111111111111111
FBgn0003651	GO:0006355	49	14	501	0.050909090909090904
FBgn0053213	GO:0005634	23	5	2249	0.004401408450704225
FBgn0004915	GO:0006352	143	7	21	0.08536585365853658
FBgn0026592	GO:0016020	5	1	1523	0.001308900523560209
FBgn0000490	GO:0001745	47	5	118	0.06060606060606061
FBgn0000346	GO:0005737	101	30	1862	0.030565461029037184
FBgn0003996	GO:0015208	32	1	1	0.06060606060606061
FBgn0004367	GO:0000077	103	8	16	0.13445378151260504
FBgn0011573	GO:0046628	196	2	20	0.018518518518518514
FBgn0001297	GO:0005634	107	50	2249	0.042444821731748725
FBgn0015268	GO:0006334	197	4	101	0.026845637583892617
FBgn0025740	GO:0017154	10	1	1	0.18181818181818182
FBgn0034763	GO:0031146	25	3	60	0.07058823529411766
FBgn0010379	GO:0030307	349	7	29	0.03703703703703704
FBgn0001612	GO:0043015	105	5	11	0.08620689655172414
FBgn0029936	GO:0003674	95	12	3149	0.007398273736128236
FBgn0003557	GO:0008586	332	10	49	0.05249343832020998
FBgn0013810	GO:0005524	6	1	642	0.00308641975308642
FBgn0037037	GO:0004222	12	1	54	0.030303030303030304
FBgn0014396	GO:0045187	36	5	18	0.1851851851851852
FBgn0033122	GO:0005667	61	3	87	0.04054054054054054
FBgn0004644	GO:0007224	29	6	9	0.31578947368421056
FBgn0022702	GO:0042060	40	5	63	0.0970873786407767
FBgn0026761	GO:0051082	317	2	68	0.010389610389610388
FBgn0039044	GO:0003677	208	15	609	0.03671970624235006
FBgn0028926	GO:0051123	41	2	13	0.07407407407407408
FBgn0260936	GO:0005730	150	8	300	0.03555555555555556
FBgn0010602	GO:0002225	448	7	21	0.029850746268656716
FBgn0034160	GO:0062023	15	3	30	0.13333333333333333
FBgn0029672	GO:0032040	77	35	43	0.5833333333333334
FBgn0004864	GO:0007259	118	5	5	0.0813008130081301
FBgn0010417	GO:0006367	135	17	45	0.18888888888888888
FBgn0038714	GO:0008010	24	1	111	0.014814814814814815
FBgn0016797	GO:0060070	95	8	16	0.14414414414414414
FBgn0000017	GO:0005927	208	2	13	0.01809954751131222
FBgn0266723	GO:0048193	8	3	35	0.1395348837209302
FBgn0001078	GO:0008134	73	4	29	0.0784313725490196
FBgn0032210	GO:0004843	32	1	39	0.028169014084507043
FBgn0024371	GO:0000082	83	2	10	0.043010752688172046
FBgn0004838	GO:0043186	49	2	46	0.042105263157894736
FBgn0030530	GO:0035331	10	2	44	0.07407407407407407
FBgn0002940	GO:0007602	65	5	47	0.0892857142857143
FBgn0013756	GO:0005634	175	75	2249	0.06188118811881188
FBgn0013325	GO:0022625	164	32	57	0.2895927601809955
FBgn0000119	GO:0060070	19	4	16	0.22857142857142856
FBgn0026620	GO:0008017	32	1	115	0.01360544217687075
FBgn0086687	GO:0042811	160	2	4	0.02439024390243903
FBgn0263667	GO:0045944	23	4	323	0.023121387283236993
FBgn0013718	GO:0005813	46	3	119	0.03636363636363636
FBgn0031771	GO:0008137	10	2	15	0.16
FBgn0053969	GO:0019005	36	2	63	0.04040404040404041
FBgn0003227	GO:0042555	10	3	6	0.37499999999999994
FBgn0013672	GO:0000276	16	4	12	0.28571428571428575
FBgn0026080	GO:0045892	244	14	136	0.0736842105263158
FBgn0000119	GO:0060070	19	4	16	0.22857142857142856
FBgn0039830	GO:0046933	27	5	19	0.21739130434782608
FBgn0259243	GO:0045880	135	4	43	0.0449438202247191
FBgn0026192	GO:0060446	56	3	16	0.08333333333333333
FBgn0038251	GO:0017069	45	1	3	0.04166666666666667
FBgn0266418	GO:0000132	8	1	21	0.06896551724137931
FBgn0038099	GO:0055085	100	6	387	0.024640657084188913
FBgn0004837	GO:0007219	92	4	24	0.06896551724137931
FBgn0031637	GO:0003743	28	10	50	0.25641025641025644
FBgn0052105	GO:0003677	38	7	609	0.021638330757341576
FBgn0000241	GO:0055085	3	1	387	0.005128205128205128
FBgn0040345	GO:0003682	112	2	173	0.014035087719298244
FBgn0000394	GO:0005615	23	4	684	0.011315417256011314
FBgn0267330	GO:0006888	157	4	68	0.035555555555555556
FBgn0028573	GO:0007508	31	1	4	0.05714285714285715
FBgn0016694	GO:0005634	30	15	2249	0.013163668275559455
FBgn0262740	GO:0031982	63	5	59	0.08196721311475409
FBgn0037218	GO:0005524	27	4	642	0.01195814648729447
FBgn0037671	GO:0070072	24	3	7	0.19354838709677416
FBgn0039744	GO:0033204	17	4	8	0.31999999999999995
FBgn0004859	GO:0007224	187	4	9	0.04081632653061224
FBgn0039044	GO:0005515	208	30	957	0.051502145922746774
FBgn0050181	GO:0016020	5	1	1523	0.001308900523560209
FBgn0003744	GO:0005737	79	43	1862	0.0443070582174137
FBgn0067622	GO:0005634	5	3	2249	0.0026619343389529724
FBgn0035484	GO:0016773	60	1	14	0.02702702702702703
FBgn0037555	GO:0000124	200	22	24	0.19642857142857142
FBgn0034743	GO:0002181	159	56	100	0.43243243243243246
FBgn0032593	GO:0005515	15	6	957	0.01234567901234568
FBgn0004034	GO:0005576	12	1	498	0.00392156862745098
FBgn0000996	GO:0030174	65	1	2	0.029850746268656723
FBgn0000212	GO:0006355	246	45	501	0.12048192771084337
FBgn0028978	GO:0005524	69	9	642	0.02531645569620253
FBgn0023215	GO:0006357	59	4	614	0.01188707280832095
FBgn0039705	GO:0035096	47	8	26	0.2191780821917808
FBgn0004101	GO:0000978	52	8	367	0.03818615751789976
FBgn0021768	GO:0051647	70	1	7	0.025974025974025972
FBgn0039588	GO:0005739	11	1	622	0.00315955766192733
FBgn0261243	GO:0008270	154	9	515	0.026905829596412554
FBgn0000629	GO:1902692	183	1	14	0.01015228426395939
FBgn0015218	GO:0031370	159	1	7	0.012048192771084338
FBgn0003716	GO:0005524	198	35	642	0.08333333333333333
FBgn0014020	GO:0005515	144	30	957	0.0544959128065395
FBgn0003205	GO:0008543	271	8	24	0.05423728813559322
FBgn0003502	GO:0008340	104	5	173	0.036101083032490974
FBgn0032296	GO:0000184	6	3	18	0.25
FBgn0036641	GO:0005634	196	67	2249	0.05480572597137014
FBgn0032863	GO:0005680	99	13	16	0.22608695652173916
FBgn0086677	GO:1900074	4	1	10	0.14285714285714288
FBgn0001237	GO:0016333	2	1	9	0.1818181818181818
FBgn0015039	GO:0005506	240	61	150	0.3128205128205128
FBgn0039562	GO:0005524	134	26	642	0.06701030927835051
FBgn0020493	GO:0060395	17	2	6	0.1739130434782609
FBgn0025776	GO:0005634	2	1	2249	0.000888494002665482
FBgn0085390	GO:0007165	52	2	198	0.016
FBgn0003227	GO:0005634	10	5	2249	0.004426737494466578
FBgn0010441	GO:0005515	75	36	957	0.06976744186046513
FBgn0039102	GO:0050830	27	1	49	0.02631578947368421
FBgn0262954	GO:0003899	44	14	18	0.45161290322580644
FBgn0265140	GO:0006508	191	3	497	0.008720930232558138
FBgn0011774	GO:0043564	164	1	2	0.012048192771084338
FBgn0031424	GO:0008021	60	1	58	0.01694915254237288
FBgn0031952	GO:0008138	161	1	18	0.011173184357541898
FBgn0086384	GO:0008285	200	5	41	0.041493775933609964
FBgn0003997	GO:0005737	10	4	1862	0.004273504273504274
FBgn0035725	GO:0007080	23	7	12	0.4
FBgn0260945	GO:0008088	162	1	16	0.011235955056179775
FBgn0023508	GO:0016020	58	2	1523	0.002530044275774826
FBgn0036490	GO:0005737	42	16	1862	0.01680672268907563
FBgn0003944	GO:0032993	152	2	2	0.025974025974025976
FBgn0261873	GO:0016324	21	8	90	0.14414414414414414
FBgn0016794	GO:0008293	86	6	21	0.11214953271028037
FBgn0034394	GO:0022857	98	1	200	0.006711409395973154
FBgn0034221	GO:0006508	8	2	497	0.007920792079207921
FBgn0283472	GO:0006468	193	30	237	0.13953488372093023
FBgn0011288	GO:0005484	49	17	24	0.4657534246575343
FBgn0019972	GO:0008234	125	4	23	0.05405405405405406
FBgn0000618	GO:0006406	132	11	27	0.13836477987421383
FBgn0000464	GO:0007283	44	1	197	0.008298755186721992
FBgn0033782	GO:0000122	51	1	221	0.007352941176470588
FBgn0284084	GO:0005615	17	4	684	0.011412268188302425
FBgn0026199	GO:0016319	10	1	89	0.020202020202020204
FBgn0039271	GO:0005654	17	1	197	0.009345794392523364
FBgn0001250	GO:0007229	58	2	11	0.05797101449275362
FBgn0037375	GO:0008017	33	2	115	0.027027027027027032
FBgn0004859	GO:0006357	187	25	614	0.062421972534332085
FBgn0010433	GO:0016360	10	1	21	0.06451612903225806
FBgn0263391	GO:0005886	92	21	1051	0.03674540682414699
FBgn0034470	GO:0005549	25	2	110	0.02962962962962963
FBgn0260744	GO:0005794	29	1	239	0.007462686567164179
FBgn0029688	GO:0005794	34	3	239	0.021978021978021976
FBgn0003716	GO:0009953	198	5	37	0.04255319148936171
FBgn0053481	GO:0007606	5	1	89	0.02127659574468085
FBgn0002989	GO:0045003	36	1	7	0.046511627906976744
FBgn0029006	GO:0030514	308	3	30	0.017751479289940825
FBgn0284084	GO:0005515	17	2	957	0.004106776180698152
FBgn0010109	GO:0002052	114	2	27	0.028368794326241134
FBgn0011217	GO:0031145	120	3	16	0.04411764705882354
FBgn0086359	GO:0005737	31	5	1862	0.0052826201796090854
FBgn0026428	GO:0016575	164	1	5	0.01183431952662722
FBgn0014010	GO:0005515	384	65	957	0.09694258016405667
FBgn0040512	GO:0030126	33	5	7	0.25
FBgn0024836	GO:0035159	35	4	28	0.12698412698412698
FBgn0011207	GO:0030718	47	1	41	0.022727272727272728
FBgn0035964	GO:0006559	20	1	6	0.07692307692307691
FBgn0028670	GO:0033181	88	9	16	0.17307692307692307
FBgn0025776	GO:0140297	2	1	55	0.03508771929824561
FBgn0039807	GO:0005575	12	1	2645	0.0007527286413248024
FBgn0032006	GO:0004714	94	1	16	0.01818181818181818
FBgn0032725	GO:0005634	489	139	2249	0.10153396639883128
FBgn0003256	GO:0000278	382	13	150	0.04887218045112782
FBgn0004638	GO:0030707	548	23	75	0.0738362760834671
FBgn0036318	GO:0005634	38	12	2249	0.0104940970703979
FBgn0028734	GO:0005515	250	51	957	0.08450704225352113
FBgn0020412	GO:0005737	150	40	1862	0.03976143141153082
FBgn0032221	GO:0005886	42	6	1051	0.010978956999085087
FBgn0000146	GO:0031507	34	1	75	0.01834862385321101
FBgn0267791	GO:0005634	152	87	2249	0.07246980424822991
FBgn0030674	GO:0043069	309	1	9	0.006289308176100629
FBgn0027052	GO:0061630	143	3	147	0.020689655172413793
FBgn0004657	GO:0046982	115	3	216	0.01812688821752266
FBgn0039359	GO:0003735	159	50	289	0.22321428571428573
FBgn0013307	GO:0004586	77	1	1	0.025641025641025647
FBgn0086904	GO:0005737	215	66	1862	0.06355320173326913
FBgn0002121	GO:0048730	82	1	4	0.023255813953488372
FBgn0003117	GO:0035051	57	1	5	0.03225806451612903
FBgn0033597	GO:0040003	7	1	165	0.011627906976744186
FBgn0023212	GO:0007474	198	5	52	0.04
FBgn0031776	GO:0006457	51	5	91	0.0704225352112676
FBgn0016917	GO:0007259	227	5	5	0.04310344827586207
FBgn0027784	GO:0005681	52	4	51	0.07766990291262137
FBgn0036372	GO:0003779	73	4	75	0.05405405405405405
FBgn0038478	GO:0034501	8	1	8	0.125
FBgn0262733	GO:0036058	60	1	1	0.03278688524590164
FBgn0034885	GO:0016324	38	1	90	0.015625
FBgn0266084	GO:0005737	14	4	1862	0.0042643923240938165
FBgn0063261	GO:0005737	3	1	1862	0.0010723860589812334
FBgn0022213	GO:0006886	64	1	141	0.00975609756097561
FBgn0011708	GO:0048278	66	5	8	0.13513513513513511
FBgn0001325	GO:0003700	30	6	286	0.03797468354430379
FBgn0035957	GO:0004111	35	1	3	0.05263157894736842
FBgn0087035	GO:0035197	65	2	7	0.05555555555555556
FBgn0260648	GO:0010468	150	7	95	0.057142857142857134
FBgn0001301	GO:0048477	9	1	247	0.0078125
FBgn0023094	GO:0007623	29	7	44	0.1917808219178082
FBgn0036141	GO:0031594	47	2	95	0.02816901408450704
FBgn0024509	GO:0090114	112	2	2	0.03508771929824561
FBgn0002774	GO:0003723	121	26	485	0.0858085808580858
FBgn0015799	GO:0000122	109	10	221	0.06060606060606061
FBgn0010105	GO:0016199	5	2	25	0.13333333333333333
FBgn0025574	GO:0045752	70	1	22	0.021739130434782608
FBgn0034692	GO:0003674	10	1	3149	0.0006331117442228554
FBgn0020653	GO:0005829	59	12	1081	0.021052631578947368
FBgn0034073	GO:0005634	44	23	2249	0.02006105538595726
FBgn0038307	GO:0005739	21	2	622	0.006220839813374806
FBgn0003520	GO:0007318	303	2	11	0.012738853503184714
FBgn0013263	GO:0045893	68	12	144	0.11320754716981131
FBgn0020493	GO:0070411	17	3	4	0.2857142857142857
FBgn0039049	GO:0004046	19	5	5	0.4166666666666667
FBgn0028400	GO:0005544	21	1	12	0.060606060606060615
FBgn0004666	GO:0005737	28	11	1862	0.01164021164021164
FBgn0031643	GO:0006468	121	6	237	0.0335195530726257
FBgn0053126	GO:0005615	9	1	684	0.002886002886002886
FBgn0035470	GO:0016192	11	2	140	0.026490066225165563
FBgn0034982	GO:0017196	10	2	3	0.30769230769230765
FBgn0262733	GO:0007300	60	1	10	0.028571428571428574
FBgn0040290	GO:0005524	47	4	642	0.011611030478955007
FBgn0011739	GO:0090090	150	4	45	0.04102564102564103
FBgn0034646	GO:0007283	60	2	197	0.015564202334630349
FBgn0002561	GO:0045893	15	2	144	0.025157232704402514
FBgn0036030	GO:0005524	55	6	642	0.01721664275466284
FBgn0003041	GO:0051225	151	1	37	0.010638297872340425
FBgn0034622	GO:0060271	8	3	87	0.06315789473684211
FBgn0034939	GO:0031990	83	4	4	0.09195402298850576
FBgn0264442	GO:0005634	14	7	2249	0.00618647812638091
FBgn0259678	GO:0060289	8	1	3	0.18181818181818182
FBgn0024432	GO:0042803	174	3	119	0.020477815699658702
FBgn0004404	GO:0006412	173	46	557	0.12602739726027398
FBgn0001122	GO:0005886	62	17	1051	0.030548068283917342
FBgn0039055	GO:0007165	52	7	198	0.056
FBgn0038547	GO:0003700	11	1	286	0.006734006734006734
FBgn0037566	GO:0003735	28	1	289	0.006309148264984227
FBgn0029891	GO:0000266	53	1	8	0.03278688524590164
FBgn0004432	GO:0016018	72	1	10	0.024390243902439022
FBgn0263605	GO:0032040	76	33	43	0.5546218487394958
FBgn0011224	GO:0003676	124	26	368	0.1056910569105691
FBgn0038197	GO:0008285	193	5	41	0.04273504273504273
FBgn0283521	GO:0005634	38	14	2249	0.01224311324879755
FBgn0003068	GO:0005634	44	29	2249	0.02529437418229394
FBgn0004872	GO:0000791	48	1	58	0.018867924528301886
FBgn0014011	GO:0051017	137	4	16	0.0522875816993464
FBgn0014020	GO:0070252	144	2	4	0.02702702702702703
FBgn0264075	GO:0003700	66	7	286	0.03977272727272727
FBgn0035049	GO:0035159	26	1	28	0.03703703703703704
FBgn0052344	GO:0003724	169	10	49	0.09174311926605505
FBgn0261599	GO:0003735	79	1	289	0.005434782608695653
FBgn0005696	GO:0005658	38	3	3	0.14634146341463414
FBgn0003345	GO:0000978	44	9	367	0.043795620437956206
FBgn0014028	GO:0051537	67	1	20	0.022988505747126436
FBgn0261260	GO:0043235	26	1	30	0.03571428571428572
FBgn0038202	GO:0019005	3	1	63	0.030303030303030304
FBgn0024993	GO:0003682	5	2	173	0.02247191011235955
FBgn0030341	GO:0005794	21	3	239	0.023076923076923075
FBgn0014411	GO:0030906	29	2	3	0.125
FBgn0034001	GO:1990904	14	1	53	0.029850746268656716
FBgn0010078	GO:0002181	97	5	100	0.050761421319796954
FBgn0259685	GO:0001745	28	3	118	0.04109589041095891
FBgn0001320	GO:0006355	37	7	501	0.02602230483271375
FBgn0004513	GO:0042626	25	3	47	0.08333333333333333
FBgn0003598	GO:0003677	13	1	609	0.0032154340836012857
FBgn0010300	GO:0055060	25	1	1	0.07692307692307693
FBgn0061469	GO:0005829	66	12	1081	0.02092414995640802
FBgn0015509	GO:0019005	429	26	63	0.1056910569105691
FBgn0035432	GO:0016020	99	35	1523	0.04315659679408138
FBgn0036059	GO:0005819	60	4	50	0.07272727272727272
FBgn0038655	GO:0005737	3	1	1862	0.0010723860589812334
FBgn0014018	GO:0050829	262	11	113	0.05866666666666667
FBgn0016694	GO:0001228	30	1	91	0.01652892561983471
FBgn0035150	GO:0019985	29	5	5	0.29411764705882354
FBgn0014024	GO:0000398	48	16	228	0.11594202898550725
FBgn0003002	GO:0045944	47	3	323	0.016216216216216217
FBgn0262733	GO:0004715	60	2	11	0.056338028169014086
FBgn0014869	GO:0004619	126	1	3	0.015503875968992246
FBgn0041147	GO:0005680	28	6	16	0.2727272727272727
FBgn0267378	GO:0032154	40	4	36	0.10526315789473685
FBgn0040291	GO:0097602	128	8	17	0.1103448275862069
FBgn0037135	GO:0003743	54	1	50	0.01923076923076923
FBgn0010411	GO:0022627	74	15	43	0.25641025641025644
FBgn0030018	GO:0005524	13	3	642	0.009160305343511449
FBgn0261791	GO:0005681	300	21	51	0.11965811965811966
FBgn0039734	GO:0016020	69	6	1523	0.007537688442211054
FBgn0003145	GO:0007366	79	1	7	0.023255813953488372
FBgn0031799	GO:0035332	33	1	38	0.028169014084507043
FBgn0035769	GO:0043035	79	3	19	0.061224489795918366
FBgn0040366	GO:0005634	17	3	2249	0.0026478375992939097
FBgn0015402	GO:0005524	45	13	642	0.037845705967976706
FBgn0000591	GO:0050767	40	7	31	0.1971830985915493
FBgn0263755	GO:0031507	40	4	75	0.06956521739130435
FBgn0028550	GO:0000981	4	1	414	0.004784688995215311
FBgn0038746	GO:0003723	48	9	485	0.03377110694183865
FBgn0032487	GO:0005652	83	4	14	0.08247422680412372
FBgn0040372	GO:0000122	60	11	221	0.07829181494661921
FBgn0013347	GO:0005672	23	1	3	0.07692307692307691
FBgn0014037	GO:0032968	35	3	16	0.11764705882352938
FBgn0003256	GO:0006468	382	36	237	0.11631663974151858
FBgn0004197	GO:0007219	24	7	24	0.2916666666666667
FBgn0263220	GO:0006813	41	2	26	0.059701492537313446
FBgn0010389	GO:0004672	96	12	230	0.07361963190184048
FBgn0030354	GO:0016887	434	16	236	0.047761194029850754
FBgn0015805	GO:0016581	406	6	7	0.029055690072639223
FBgn0002622	GO:0002181	271	46	100	0.24797843665768196
FBgn0036336	GO:0016020	39	2	1523	0.002560819462227913
FBgn0036690	GO:0048638	8	1	4	0.16666666666666666
FBgn0037671	GO:0050808	24	1	58	0.024390243902439025
FBgn0015000	GO:0008318	9	1	5	0.14285714285714285
FBgn0264855	GO:0031623	150	2	6	0.025641025641025644
FBgn0035965	GO:0007030	32	1	74	0.018867924528301886
FBgn0266417	GO:0005874	18	1	61	0.02531645569620253
FBgn0053825	GO:0030527	10	4	120	0.06153846153846154
FBgn0001079	GO:0007224	72	4	9	0.09876543209876543
FBgn0036030	GO:0009165	55	1	1	0.03571428571428572
FBgn0069354	GO:0005741	80	2	37	0.03418803418803419
FBgn0000015	GO:0007506	73	1	8	0.024691358024691357
FBgn0039051	GO:0004046	14	5	5	0.5263157894736842
FBgn0003495	GO:0008063	16	7	11	0.5185185185185185
FBgn0000119	GO:0042813	19	1	5	0.08333333333333333
FBgn0013762	GO:0005737	91	26	1862	0.026625704045058884
FBgn0003721	GO:0007015	211	3	79	0.02068965517241379
FBgn0260012	GO:0005515	29	13	957	0.02636916835699797
FBgn0243511	GO:0005737	25	6	1862	0.006359300476947536
FBgn0039702	GO:0035542	14	3	7	0.2857142857142857
FBgn0032987	GO:0003735	98	34	289	0.17571059431524547
FBgn0038369	GO:0034314	214	9	10	0.08035714285714285
FBgn0266722	GO:1990072	37	4	10	0.1702127659574468
FBgn0002940	GO:0004930	65	3	112	0.033898305084745756
FBgn0031090	GO:0003924	23	2	147	0.023529411764705882
FBgn0001139	GO:0090090	167	2	45	0.018867924528301886
FBgn0039857	GO:0022625	168	33	57	0.29333333333333333
FBgn0002622	GO:0003735	271	47	289	0.16785714285714284
FBgn0052227	GO:0005886	6	4	1051	0.007568590350047304
FBgn0262601	GO:0003723	130	28	485	0.09105691056910568
FBgn0036510	GO:0045116	24	3	10	0.17647058823529413
FBgn0027548	GO:0048749	234	10	114	0.057471264367816084
FBgn0029148	GO:0005732	251	2	4	0.01568627450980392
FBgn0039182	GO:0006364	168	28	59	0.24669603524229072
FBgn0261239	GO:0005515	36	9	957	0.01812688821752266
FBgn0034943	GO:0050660	13	1	60	0.0273972602739726
FBgn0000529	GO:0000978	79	1	367	0.004484304932735426
FBgn0259685	GO:0016327	28	5	21	0.20408163265306123
FBgn0039817	GO:0016020	13	9	1523	0.01171875
FBgn0032813	GO:0003682	83	2	173	0.015625
FBgn0032859	GO:0015629	356	8	51	0.03931203931203931
FBgn0004574	GO:0000149	76	3	35	0.05405405405405406
FBgn0003676	GO:0005832	126	7	7	0.10526315789473684
FBgn0014024	GO:0061574	48	1	3	0.0392156862745098
FBgn0004390	GO:0042059	104	1	34	0.014492753623188408
FBgn0051146	GO:0009986	10	2	62	0.05555555555555555
FBgn0028969	GO:0010883	63	6	22	0.1411764705882353
FBgn0035923	GO:0045893	13	1	144	0.012738853503184714
FBgn0033569	GO:0005634	25	7	2249	0.006156552330694811
FBgn0035793	GO:0005829	91	11	1081	0.01877133105802048
FBgn0015789	GO:0046718	136	3	24	0.0375
FBgn0041111	GO:0048190	37	1	54	0.021978021978021976
FBgn0026252	GO:0030619	131	1	4	0.014814814814814814
FBgn0265189	GO:0031418	38	1	25	0.031746031746031744
FBgn0010269	GO:0005524	206	43	642	0.10141509433962263
FBgn0039147	GO:0031593	41	2	9	0.08
FBgn0264560	GO:0035158	65	1	10	0.02666666666666667
FBgn0037894	GO:0061608	163	2	13	0.022727272727272724
FBgn0085450	GO:0000981	71	7	414	0.028865979381443297
FBgn0023000	GO:0008340	2	1	173	0.011428571428571427
FBgn0041096	GO:0005515	64	16	957	0.031341821743388835
FBgn0260985	GO:0006281	66	7	85	0.09271523178807946
FBgn0262733	GO:0007169	60	4	28	0.09090909090909091
FBgn0011300	GO:0007455	119	5	24	0.06993006993006995
FBgn0033688	GO:0005682	197	10	19	0.09259259259259259
FBgn0263772	GO:0006357	10	2	614	0.00641025641025641
FBgn0034577	GO:0140591	118	4	10	0.0625
FBgn0026238	GO:0019005	146	1	63	0.009569377990430622
FBgn0011706	GO:0043065	52	1	40	0.021739130434782608
FBgn0004242	GO:0030424	31	1	160	0.010471204188481676
FBgn0039210	GO:0000398	42	4	228	0.02962962962962963
FBgn0000241	GO:0055085	3	1	387	0.005128205128205128
FBgn0053113	GO:0005737	265	65	1862	0.0611189468735308
FBgn0010590	GO:0019774	112	12	12	0.19354838709677416
FBgn0036345	GO:0000274	26	2	4	0.13333333333333336
FBgn0033692	GO:0003682	16	2	173	0.021164021164021163
FBgn0037762	GO:0042761	202	20	22	0.17857142857142858
FBgn0000546	GO:0010506	72	1	38	0.01818181818181818
FBgn0004177	GO:0007059	538	5	35	0.017452006980802792
FBgn0023213	GO:0000278	144	5	150	0.03401360544217687
FBgn0261850	GO:0001111	71	5	7	0.12820512820512822
FBgn0032884	GO:0043248	63	4	10	0.1095890410958904
FBgn0010269	GO:0008286	206	2	32	0.01680672268907563
FBgn0010416	GO:0017053	55	2	21	0.05263157894736841
FBgn0034921	GO:0045451	25	1	42	0.029850746268656712
FBgn0024227	GO:0032133	21	3	5	0.23076923076923073
FBgn0004644	GO:0007224	29	6	9	0.31578947368421056
